title,country,release_year,genre,description,Streaming Service
Cars Toon: Mater Private Eye,United States,2010,"Animation, Comedy, Family",Mater searches for clues on a major crime scene.,Disney
Cars Toon: Mater the Greater,United States,2008,"Animation, Comedy, Family",Mater the Greater is a famous daredevil.,Disney
Cars Toon: Monster Truck Mater,United States,2010,"Animation, Comedy, Family",Mater is a monster truck wrestler.,Disney
Cars Toon: The Radiator Springs 500 1/2,United States,2014,"Animation, Comedy, Family",Baja racers descend on Radiator Springs.,Disney
Casebusters,United States,1986,"Drama, Family, Mystery",Sibling sleuths investigate a crime that threatens their family business.,Disney
Cheetah,United States,1989,"Action-Adventure, Animals & Nature, Family",American teens traverse the African desert to rescue their adopted cheetah.,Disney
Chef Donald,United States,1941,"Animation, Comedy, Family",Donald is inspired by a radio program to make waffles. See details for advisory.,Disney
Chicken Little,United States,2005,"Animation, Comedy, Disaster","When disaster strikes, Chicken Little hatches a plan to save the day.",Disney
Chip an' Dale,United States,1947,"Animation, Comedy, Family",Chip and Dale have to save their home from Donald Duck. See details for advisory.,Disney
Cinderella,United States,1950,"Animation, Family, Fantasy",Cinderella's enchanted evening must end when a spell is broken at midnight.,Disney
Cinderella II: Dreams Come True,United States,2002,"Animation, Fantasy, Kids","Three royal tales, featuring Cinderella and her life in the palace.",Disney
Cinderella III: A Twist in Time,United States,2007,"Animation, Fantasy, Kids",Cinderella's stepmother steals a magic wand and turns back time.,Disney
Clock Cleaners,United States,1937,"Animation, Comedy, Family","Mickey, Donald and Goofy are trying to clean the clock of a tower. See details for advisory.",Disney
Cloud 9,United States,2014,Sports,Two unlikely friends must overcome self-doubt to achieve their dreams.,Disney
College Road Trip,United States,2008,"Comedy, Coming of Age, Family",An overprotective dad joins his daughter in search of the perfect college.,Disney
Confessions of a Teenage Drama Queen,"Germany, United States",2004,"Comedy, Coming of Age",A dramatic teen moves…and finds her new school already has a drama queen.,Disney
Corn Chips,United States,1951,"Animation, Comedy, Family","Donald tricks Chip 'n Dale into shoveling snow, but the tables turn. See details for advisory.",Disney
Cow Belles,United States,2006,"Comedy, Coming of Age",Two ultra-spoiled sisters are put to work in their father's dairy.,Disney
Dadnapped,United States,2009,"Comedy, Mystery",Melissa Morris is due for adventure when her novelist father goes missing.,Disney
Darby O'Gill and the Little People,United States,1959,"Family, Fantasy, Romance","Seeking a pot of gold, Darby O'Gill must match wits with a leprechaun. See details for advisory.",Disney
Davy Crockett and the River Pirates,United States,1956,"Action-Adventure, Family, Historical",Davy Crockett encounters pirates en route to New Orleans. See details for advisory.,Disney
"Davy Crockett, King of the Wild Frontier",United States,1955,"Action-Adventure, Family, Historical","Share Davy Crockett's legend, from the frontier to Congress to the Alamo. See details for advisory.",Disney
Day & Night,United States,2010,"Animation, Comedy, Family","When Day and Night meet each other, sparks fly!",Disney
Decorating Disney: Holiday Magic,United States,2017,"Documentary, Family, Reality",Disney Parks become the Merriest Places on Earth.,Disney
Deep Blue,"United Kingdom, Germany",2005,"Animals & Nature, Documentary, Family",Join an epic underwater exploration into the secret lives of sea creatures.,Disney
Descendants 2,United States,2017,"Coming of Age, Fantasy, Musical","Mal returns to the Isle of the Lost and confronts Uma, Ursula's daughter.",Disney
Diary Of A Wimpy Kid,"United States, United Kingdom",2010,"Comedy, Family","Greg faces the scariest, most humiliating experience of any kid’s life: middle school.",Disney
Dinosaur,United States,2000,"Action-Adventure, Animation, Family",An orphaned dinosaur joins others after a meteor destroys his home.,Disney
Disney Adventures in Babysitting,United States,2016,"Action-Adventure, Comedy, Coming of Age",Rival babysitters join forces to search the city for a kid who’s snuck out.,Disney
Disney Avalon High,United States,2010,"Coming of Age, Fantasy",Allie is convinced that her new high school is a contemporary Camelot.,Disney
Disney Bad Hair Day,Canada,2015,"Buddy, Comedy, Coming of Age",Monica's prom day starts with bad hair…but ends with a great adventure.,Disney
Disney Den Brother,United States,2010,"Comedy, Coming of Age",A hockey star hangs up his skates and becomes a substitute scoutmaster.,Disney
Disney Descendants,United States,2015,"Coming of Age, Fantasy, Musical",The kids of Disney villains are given a shot at redemption at Auradon Prep.,Disney
Disney Girl vs. Monster,"United States, Canada",2012,"Action-Adventure, Comedy, Fantasy",The daughter of two monster-hunters must take on a monster of her own.,Disney
Disney's The Kid,United States,2000,"Comedy, Drama, Family",A man's life is upended when he meets an 8-year-old version of himself.,Disney
Disneyland Around the Seasons (Walt Disney's Wonderful World of Color: 1961-69),United States,1966,"Documentary, Family, Variety",Walt Disney talks about Disneyland in 1966. See details for advisory.,Disney
Disneynature African Cats,United States,2011,"Animals & Nature, Documentary, Family",Come face-to-face with the wildly majestic African lions of the savanna.,Disney
Disneynature Bears,United States,2014,"Animals & Nature, Documentary, Family",A mother bear teaches her two impressionable cubs important life lessons.,Disney
Disneynature Born in China,"United Kingdom, China, United States",2017,"Animals & Nature, Documentary, Family",Embrace the beauty of China's vast terrain – and the life that inhabits it.,Disney
Disneynature Chimpanzee,"Tanzania, United States",2012,"Animals & Nature, Documentary, Family",Meet a remarkable young chimpanzee who sees his world as his playground.,Disney
Disneynature Crimson Wing,"United States, United Kingdom",2008,"Animals & Nature, Documentary, Family",A million flamingos struggle to survive in the remote Tanzanian wilderness.,Disney
Disneynature Monkey Kingdom,United States,2015,"Animals & Nature, Documentary, Family","Forced from their home among ancient ruins, a mother monkey must lead her son to safety.",Disney
Disneynature Wings of Life,"United States, Panama, Mexico",2011,"Animals & Nature, Documentary, Family","An intimate look at butterflies, hummingbirds, bees, bats and flowers.",Disney
Don't Look Under the Bed,United States,1999,"Coming of Age, Fantasy",Teen Frances McCausland is framed for the Boogeyman's mischievous pranks.,Disney
Donald's Golf Game,United States,1938,"Animation, Comedy, Family",Donald tries to impress his nephews at golfing. See details for advisory.,Disney
Donald's Tire Trouble,United States,1943,"Animation, Comedy, Family",Donald is frustrated in his attempts to fix a flat tire. See details for advisory.,Disney
Double Teamed,United States,2002,"Biographical, Sports",The WNBA's Burge twins inspire this film about sisterhood and teamwork.,Disney
Doug's 1st Movie,United States,1999,"Animation, Comedy, Family","Doug and his friends discover the ""monster"" of Lucky Duck Lake.",Disney
DuckTales The Movie: Treasure of the Lost Lamp,"France, United States",1990,"Action-Adventure, Animation, Comedy",Scrooge and his nephews search for the long-lost loot of Collie Baba.,Disney
Dug's Special Mission,United States,2009,"Animation, Comedy, Family",Dug finds where he belongs is not where he's been looking.,Disney
Dumbo,"United States, United Kingdom, Australia, Canada",2019,"Action-Adventure, Family, Fantasy",A flying elephant helps show that differences and family can be cherished.,Disney
Early to Bed,United States,1941,"Animation, Comedy, Family",A ticking alarm clock keeps Donald awake. See details for advisory.,Disney
Earth Live,United States,2017,"Animals & Nature, Documentary, Family","Earth Live gives viewers a unique, live view of wildlife around the world.",Disney
Easter Island Unsolved,United States,2018,"Documentary, Historical","Easter Island is a riddle, and its mysterious past may hold clues to its future.",Disney
Eddie's Million Dollar Cook-off,United States,2003,"Comedy, Coming of Age, Sports",A baseball prodigy swings for the culinary fences in a cooking competition.,Disney
Eight Below,United States,2006,"Action-Adventure, Animals & Nature, Drama",An Antarctic storm threatens eight sled dogs alone in the wilderness.,Disney
Emil and the Detectives,United States,1964,"Action-Adventure, Crime, Family","When a young boy's money is stolen, the search is on for the thief.",Disney
Empire of Dreams: The Story of the Star Wars Trilogy,United States,2004,Documentary,"Explore the creation of Star Wars, a saga few thought could ever be made.",Disney
Escape to Witch Mountain,United States,1975,"Action-Adventure, Family, Fantasy",Two orphans with supernatural powers discover their mysterious past.,Disney
Expedition Mars: Spirit & Opportunity,United States,2019,Documentary,"Expedition Mars explores the epic adventures of the Mars rovers, Spirit and Opportunity.",Disney
Fantasia,United States,1940,"Animation, Family, Fantasy",Walt Disney's timeless masterpiece is an extravaganza of sight and sound. See details for advisory.,Disney
Fantasia 2000,United States,2000,"Animation, Family, Fantasy",A modern update of the Disney classic with new music and animation.,Disney
Ferdinand the Bull,United States,1938,"Animation, Comedy, Family",Ferdinand only wants to stop and smell the flowers. See details for advisory.,Disney
Finding Dory,United States,2016,"Action-Adventure, Animation, Comedy",Dory sets off on a life-changing adventure to find her family.,Disney
Finding Nemo,"United States, Australia",2003,"Action-Adventure, Animation, Comedy",Marlin makes an epic journey to bring Nemo home when he's taken by divers.,Disney
First Kid,United States,1996,"Buddy, Comedy, Coming of Age",A wisecracking Secret Service agent is assigned to the President's son.,Disney
Flight of the Navigator,United States,1986,"Action-Adventure, Science Fiction",A boy mysteriously gains knowledge of the farthest reaches of the universe.,Disney
Float,United States,2019,"Animation, Family, Fantasy","A father hides his unusual son, and then must face the consequences.",Disney
Flowers and Trees,United States,1932,"Animation, Family, Kids","It's spring, and the flowers, mushrooms, and trees come to life. See details for advisory.",Disney
Flubber,United States,1997,"Comedy, Family, Science Fiction",Phillip hopes his super-bouncy goo will save his college and his wedding.,Disney
Food for Feudin',United States,1950,"Animation, Comedy, Family",The chipmunks and Pluto battle over a supply of nuts. See details for advisory.,Disney
For the Birds,United States,2001,"Animation, Comedy, Family",Small birds mock a big bird who tries to sit with them,Disney
Forky Asks a Question: What is Money?,United States,2019,"Animation, Comedy, Family",Hamm attempts to give Forky a lesson on how the US monetary system works.,Disney
Frank and Ollie,United States,1995,"Biographical, Documentary",Share the story of famed Disney animators Frank Thomas and Ollie Johnston.,Disney
Frankenweenie (Short),United States,1984,"Drama, Parody, Science Fiction",Victor harnesses the power of science to bring his dog Sparky back to life.,Disney
Freaky Friday,United States,2003,"Comedy, Family, Fantasy",A mother and daughter see things a bit differently when they switch bodies.,Disney
Free Solo,United States,2018,"Action-Adventure, Documentary, Sports",Free solo climber Alex Honnold prepares to scale El Capitan in Yosemite without a rope.,Disney
Frenemies,United States,2012,"Anthology, Comedy, Coming of Age",Three very different sets of friends experience growing pains.,Disney
Frozen,United States,2013,"Animation, Family, Fantasy","Anna and Kristoff brave the elements, racing to save Elsa and the kingdom.",Disney
Full-Court Miracle,United States,2003,"Coming of Age, Drama, Sports",A former college star is convinced to coach a winless basketball team.,Disney
Fun and Fancy Free,United States,1947,"Action-Adventure, Animation, Comedy","Two classic featurettes starring Mickey, Donald, Goofy and Jiminy Cricket.",Disney
Fuzzbucket,United States,1986,"Buddy, Comedy, Coming of Age",An invisible creature helps Mikey cope with junior high and family drama.,Disney
Geek Charming,United States,2011,"Comedy, Coming of Age, Drama",Popular Dylan wants film geek Josh to help her be crowned Blossom Queen.,Disney
Genius,United States,1999,"Comedy, Coming of Age",A teen genius juggles the roles of college student and junior high bad boy.,Disney
George & A.J.,United States,2009,"Animation, Comedy, Family",Two nurses try to escort seniors to the nursing home.,Disney
Geri's Game,United States,1997,"Animation, Family, Kids",Geri plays a daylong game of chess against himself.,Disney
Get a Clue,United States,2002,"Drama, Mystery",A teenage gossip columnist takes on the case of her missing teacher.,Disney
Go Figure,United States,2005,"Coming of Age, Sports",A girl must embrace hockey if she wants to become a champion ice skater.,Disney
Going to the Mat,United States,2004,"Coming of Age, Sports","At a new school, Jace overcomes his blindness through a love of wrestling.",Disney
"Good Luck Charlie, It's Christmas!",United States,2011,"Comedy, Coming of Age, Family",The Duncans need a miracle of their own to reunite in time for Christmas.,Disney
Gotta Kick it Up,United States,2002,"Coming of Age, Dance, Drama",A new coach and her middle school dance team surprise all their doubters.,Disney
Grand Canyonscope,United States,1954,"Animation, Comedy, Family",A park ranger has to keep Donald in check at the Grand Canyon. See details for advisory.,Disney
Grasshopper and the Ants,United States,1934,"Animation, Family, Music",A grasshopper learns a lesson about hard work. See details for advisory.,Disney
Greyfriars Bobby,United States,1961,"Animals & Nature, Drama, Family",The story of friendship forged between a shepherd and his devoted dog.,Disney
Gus,United States,1976,"Animals & Nature, Comedy, Family",A football team welcomes their newest member... a placekicking mule.,Disney
Halloweentown,United States,1998,"Action-Adventure, Comedy, Coming of Age",Marnie and her siblings discover their spooky heritage in Halloweentown.,Disney
Halloweentown High,United States,2004,"Action-Adventure, Comedy, Fantasy",Marnie's magic is on the line as Halloweentown kids transfer to her school.,Disney
Halloweentown II: Kalabar's Revenge,United States,2001,"Action-Adventure, Fantasy",A warlock with a devious plan has stripped Halloweentown of its magic.,Disney
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,United States,2008,"Concert Film, Documentary, Music",A look at Miley Cyrus's sold-out concerts and her life on tour.,Disney
Hannah Montana The Movie,United States,2009,"Comedy, Coming of Age, Drama",Miley adapts to life back in Tennessee after getting too caught up in the celebrity lifestyle.,Disney
Hatching Pete,United States,2009,"Comedy, Coming of Age","The identity of Brewster High's mascot, The Chicken, is a big mystery.",Disney
Hawaiian Holiday,United States,1937,"Animation, Comedy, Family",Mickey and gang experience Hawaii through hula dancing and the beach. See details for advisory.,Disney
Heavyweights,United States,1995,"Comedy, Family",Portly misfits join up to take back their summer camp from a fitness guru.,Disney
Herbie Goes Bananas,United States,1980,"Action-Adventure, Comedy, Family",A stowaway derails Herbie's trip from Puerto Vallarta to Brazil for an auto race.,Disney
Herbie Goes to Monte Carlo,United States,1977,"Action-Adventure, Comedy, Family",Herbie tries to lose jewel thieves and find love during a road race from Paris to Monte Carlo.,Disney
Herbie Rides Again,United States,1974,"Comedy, Family, Romantic Comedy",Herbie comes to the rescue when a greedy real estate tycoon is after an elderly widow's home.,Disney
Hercules,"United States, France",1997,"Action-Adventure, Animation, Comedy",Hercules must go from zero to hero to save the universe from Hades' wrath.,Disney
High School Musical,United States,2006,"Coming of Age, Musical, Romance",A basketball star and a brainy girl find a place in the spotlight…and love.,Disney
High School Musical 2,United States,2007,"Coming of Age, Musical",The East High Wildcats take on summer and let their talents shine.,Disney
High School Musical 3: Senior Year,United States,2008,"Coming of Age, Family, Musical","Troy, Gabriella and the rest of the East High kids take on senior year.",Disney
Hocus Pocus,United States,1993,"Comedy, Family, Fantasy",Three 17th-century Salem witches are conjured up by unsuspecting children.,Disney
Home on the Range,United States,2004,"Animation, Comedy, Family",A corral of critters join forces to save their farm from a band of outlaws.,Disney
"Honey, I Blew Up the Kid",United States,1992,"Comedy, Family, Science Fiction",A wacky inventor accidentally turns his baby boy into a towering toddler.,Disney
"Honey, I Shrunk the Kids","United States, Mexico",1989,"Action-Adventure, Comedy, Family",Inventor Wayne Szalinski accidentally shrinks his kids to 1/4-inch tall.,Disney
"Honey, We Shrunk Ourselves",United States,1997,"Action-Adventure, Comedy, Fantasy","This time, Wayne Szalinski's shrink machine is pointed at the parents!",Disney
Horse Sense,United States,1999,"Coming of Age, Drama",Spoiled Michael spends a summer at his cousin Tommy's Montana ranch.,Disney
Hounded,United States,2001,"Animals & Nature, Comedy, Coming of Age","Trying to right a wrong, Jay accidentally steals the principal's show dog.",Disney
How Dogs Got Their Shapes,United States,2016,"Animals & Nature, Documentary, Family",Canines are one of the most diverse species on Earth – how did they get that way?,Disney
How to Build a Better Boy,United States,2014,"Action-Adventure, Comedy, Science Fiction",Tech-savvy best friends use their smarts to engineer the perfect boyfriend.,Disney
How to Fish,United States,1942,"Animation, Comedy, Family",Goofy shows us how to fish… or how not to! See details for advisory.,Disney
How to Swim,United States,1942,"Animation, Family, Parody",Goofy demonstrates how to swim. See details for advisory.,Disney
I'll Be Home for Christmas,"United States, Canada",1998,"Action-Adventure, Comedy, Coming of Age",A jokester zooms home for Christmas with a prize in mind – his dad's car!,Disney
Ice Age: The Great Egg-Scapade,United States,2016,"Animation, Comedy, Family",Our favorite Ice Age herd embarks on a rescue mission that turns into the world’s first egg hunt.,Disney
Ice Princess,"United States, Canada",2005,"Coming of Age, Drama, Romance",A brainy ugly duckling realizes her dream of becoming a champion figure skater.,Disney
Inner Workings,United States,2016,"Animation, Comedy, Family",The tug-of-war between Paul’s head and his heart.,Disney
Inside Out,United States,2015,"Animation, Coming of Age, Family",Five Emotions must work overtime when a young girl moves to a new city.,Disney
Inspector Gadget,United States,1999,"Action-Adventure, Comedy, Family",A security guard's dreams come true when he is transformed into the ultimate crime-fighting tool.,Disney
Inspector Gadget 2,United States,2003,"Action-Adventure, Comedy, Family","While Inspector Gadget is on probation, Claw breaks out of jail, and the Mayor unveils a new gadget.",Disney
Into the Grand Canyon,United States,2019,"Action-Adventure, Animals & Nature, Documentary","Two friends set out to traverse the Grand Canyon by foot, revealing its beauty and challenges.",Disney
Into the Okavango,"United States, Angola, Botswana, Namibia, South Africa",2018,"Action-Adventure, Animals & Nature, Documentary",Follow a team of explorers on an epic expedition to save the Okavango Delta.,Disney
Invincible,United States,2006,"Biographical, Family, Sports",The story of a 30-year-old bartender who earned a chance to play for the Philadelphia Eagles.,Disney
Invisible Sister,United States,2015,"Comedy, Science Fiction",A Halloween science experiment leaves Cleo's popular sister invisible.,Disney
Iron Will,United States,1994,"Action-Adventure, Coming of Age, Family",Will courageously joins a dogsled race that may save his family from ruin.,Disney
Jack,United States,1996,"Comedy, Coming of Age, Drama",A mischievous 10-year-old boy lives life in a grown-up's body.,Disney
Jack-Jack Attack,United States,2005,"Animation, Comedy, Family",Kari thinks she's in for a routine night babysitting.,Disney
James and the Giant Peach,"United Kingdom, United States",1996,"Action-Adventure, Animation, Family",A young boy escapes his cruel home life when he discovers a giant peach.,Disney
Jane,United States,2017,"Animals & Nature, Biographical, Documentary",An intimate portrait of Jane Goodall’s groundbreaking chimpanzee research.,Disney
Johnny Kapahala: Back on Board,United States,2007,"Coming of Age, Drama, Sports","Johnny returns to Hawaii and has to babysit his 12-year-old ""Uncle Chris.""",Disney
Johnny Tsunami,United States,1999,"Coming of Age, Drama, Sports",A teen surfing sensation moves from Hawaii to a tiny Vermont ski town.,Disney
Jonas Brothers: The Concert Experience,United States,2009,"Concert Film, Documentary, Music",An exclusive backstage pass into the world of the Jonas Brothers.,Disney
Journey to Shark Eden,United States,2010,"Action-Adventure, Animals & Nature, Documentary",A team of scientists explores pristine coral reefs around five remote islands near Tahiti.,Disney
Journey to the Center of the Earth,United States,1959,"Action-Adventure, Family, Science Fiction",A professor and his colleague engage in a race to see who will reach the center of the Earth first.,Disney
Jump In!,United States,2007,"Coming of Age, Dance, Sports",A tough Brooklyn boxer agrees to join a Double Dutch jump rope team.,Disney
Jumping Ship,"Australia, United States",2001,"Action-Adventure, Coming of Age",Modern-day pirates leave two cousins stranded on an island.,Disney
Jungle 2 Jungle,"United States, France",1997,"Comedy, Family",A Wall Street mogul learns he has a son who's been raised in the jungle.,Disney
Jungle Cat,United States,1960,"Animals & Nature, Documentary, Family",An intimate glimpse into the life-and-death struggles of a jaguar family.,Disney
Kazaam,United States,1996,"Action-Adventure, Comedy, Family","12-year-old Max Connor accidentally frees a 3,000-year-old genie.",Disney
Kim Possible,United States,2019,"Action-Adventure, Comedy, Coming of Age",Kim Possible and Ron Stoppable take on high school.,Disney
Kim Possible Movie: So the Drama,United States,2005,"Action-Adventure, Animation, Coming of Age",Kim's new campus crush distracts her from Dr. Drakken's latest evil plot.,Disney
Kingdom of the Blue Whale,United States,2009,"Animals & Nature, Documentary, Family",Marine scientists embark on a mission to uncover the mysteries of the blue whale.,Disney
Kitbull,United States,2019,"Animation, Buddy, Comedy",An unlikely connection between a kitten and a pit bull sparks a unique friendship.,Disney
Kronk's New Groove,United States,2005,"Animation, Comedy, Coming of Age",Kronk cooks up a get-rich-quick scheme to impress his Dad.,Disney
La Luna,United States,2012,"Animation, Coming of Age, Family",A peculiar story about a young boy coming of age.,Disney
Lady and the Tramp,United States,2019,"Action-Adventure, Comedy, Family",A house dog and a stray embark on an adventure and come to understand the value of home.,Disney
Lava,United States,2015,"Animation, Family, Musical",A love story that takes place over millions of years.,Disney
LEGO Star Wars: The New Yoda Chronicles - Clash of the Skywalkers,United States,2014,"Action-Adventure, Animation, Comedy",The enraged Emperor sends Darth Vader to destroy Luke.,Disney
LEGO Star Wars: The New Yoda Chronicles - Raid on Coruscant,"Denmark, China",2014,"Action-Adventure, Animation, Comedy",Luke Skywalker attempts a daring raid on Coruscant.,Disney
LEGO Star Wars: The New Yoda Chronicles – Duel of the Skywalkers,United States,2014,"Action-Adventure, Animation, Comedy",Luke Skywalker accidently opens a remaining holocron.,Disney
LEGO Star Wars: The New Yoda Chronicles – Escape from the Jedi Temple,United States,2014,"Action-Adventure, Animation, Comedy",Yoda and Obi-Wan recall freeing the Holocrons from the Temple.,Disney
LEGO Star Wars: The New Yoda Chronicles – Race for the Holocrons,United States,2014,"Action-Adventure, Animation, Comedy",Obi-Wan urges Luke to travel to Tatooine.,Disney
Lemonade Mouth,United States,2011,"Coming of Age, Drama, Music",A ragtag group of freshmen come together in the name of rock 'n' roll.,Disney
Lend a Paw,United States,1941,"Animation, Family, Kids",Pluto's jealousy of a kitten leaves him conflicted about rescuing it. See details for advisory.,Disney
Leroy & Stitch,United States,2006,"Action-Adventure, Animation, Comedy","Dr. Hamsterviel forces Jumba to create Leroy, the evil twin of Stitch.",Disney
Let it Shine,United States,2012,"Coming of Age, Drama, Music",A true poet overcomes self-doubt and shows everyone his artistic genius.,Disney
Life is Ruff,United States,2005,"Animals & Nature, Comedy, Coming of Age",A teenager enters an adopted mutt into a dog show to try to win $5000.,Disney
Life With Mikey,United States,1993,"Buddy, Comedy, Coming of Age",An ex-child star struggling as an agent discovers a sassy new client.,Disney
Life-Size 2,United States,2018,"Comedy, Coming of Age, Fantasy",Eve magically awakes to help get Grace back on track.,Disney
Lifted,United States,2006,"Animation, Comedy, Family",A young alien bungles his first lesson in abduction.,Disney
Lilo & Stitch,United States,2002,"Action-Adventure, Animation, Family",A little girl adopts a wanted alien wreaking havoc on the Hawaiian Islands.,Disney
Lilo & Stitch 2: Stitch Has a Glitch,United States,2005,"Animation, Comedy, Dance",A glitch sends Stich out of control just before Lilo's big hula contest.,Disney
Lonesome Ghosts,United States,1937,"Animation, Family, Kids","Mickey Mouse, Donald Duck and Goofy run a ghost exterminating agency. See details for advisory.",Disney
Lou,United States,2017,"Action-Adventure, Animation, Comedy",A toy-stealing bully meets his match in a Lost & Found box.,Disney
Luck of the Irish,United States,2001,"Comedy, Coming of Age, Fantasy","When his lucky charm is stolen, Kyle learns that he is part leprechaun.",Disney
Luxo Jr.,United States,1986,"Animation, Comedy, Family",A baby lamp finds a ball to play with.,Disney
Magician Mickey,United States,1937,"Animation, Comedy, Family",Donald continually heckles Mickey's magic act. See details for advisory.,Disney
Mail Dog,United States,1947,"Animation, Comedy, Family",Pluto must deliver mail to a remote outpost. See details for advisory.,Disney
Man Among Cheetahs,United States,2017,"Animals & Nature, Documentary, Family",A wildlife filmmaker tries to keep up with a cheetah mom determined to keep her cubs alive.,Disney
Mars: Inside SpaceX,United States,2018,Documentary,Go behind the scenes as Elon Musk and his engineers prepare for the Falcon Heavy rocket launch.,Disney
Marvel Rising: Secret Warriors,United States,2018,"Action-Adventure, Animation, Coming of Age",Marvel’s young powered heroes join forces to protect the Universe.,Disney
Marvel Studios: Assembling A Universe,United States,2014,"Action-Adventure, Documentary, Superhero",An exclusive look inside the world of Marvel Studios.,Disney
Marvel Studios' Ant-Man,United States,2015,"Action-Adventure, Comedy, Science Fiction",Scott Lang and Dr. Hank Pym plan a heist that could save the world.,Disney
Marvel Studios' Avengers: Age of Ultron,United States,2015,"Action-Adventure, Science Fiction, Superhero",Tony Stark unwittingly creates an A.I. monster bent on destroying mankind.,Disney
Marvel Studios' Avengers: Endgame,United States,2019,"Action-Adventure, Fantasy, Science Fiction","The epic finale to the Infinity Saga, this dramatic showdown pits the Avengers against Thanos.",Disney
Marvel Studios' Captain America: Civil War,United States,2016,"Action-Adventure, Science Fiction, Superhero","Captain America and Iron Man clash, causing the Avengers to choose sides.",Disney
Marvel Studios' Captain America: The First Avenger,United States,2011,"Action-Adventure, Science Fiction, Superhero",A top-secret research project turns Steve Rogers into Captain America.,Disney
Marvel Studios' Captain America: The Winter Soldier,United States,2014,"Action-Adventure, Science Fiction, Superhero",Captain America and Black Widow join forces against the Winter Soldier.,Disney
Marvel Studios' Captain Marvel,"United States, Australia",2019,"Action-Adventure, Science Fiction, Superhero",Marvel Studios’ Captain Marvel launches the MCU’s most powerful hero.,Disney
Marvel Studios' Doctor Strange,United States,2016,"Action-Adventure, Fantasy, Superhero",A famous surgeon battles unseen forces bent on destroying our reality.,Disney
Marvel Studios' Guardians of the Galaxy,United States,2014,"Action-Adventure, Comedy, Science Fiction",A group of misfit heroes become the object of an unrelenting bounty hunt.,Disney
Marvel Studios' Guardians of the Galaxy Vol. 2,United States,2017,"Action-Adventure, Comedy, Science Fiction",The Guardians fight to keep their newfound family together as they discover Quill's parentage.,Disney
Marvel Studios' Iron Man,"United States, Canada",2008,"Action-Adventure, Science Fiction, Superhero",Jet-setting industrialist Tony Stark vows to protect the world as Iron Man.,Disney
Marvel Studios' Iron Man 2,United States,2010,"Action-Adventure, Science Fiction, Superhero",Inventor Tony Stark forges new alliances to confront powerful enemies.,Disney
Marvel Studios' Iron Man 3,United States,2013,"Action-Adventure, Science Fiction, Superhero","His personal world destroyed, Tony Stark embarks on a harrowing quest to find those responsible.",Disney
Marvel Studios' The Avengers,United States,2012,"Action-Adventure, Fantasy, Science Fiction",Nick Fury recruits a team of heroes to battle an unexpected enemy.,Disney
Marvel Studios' Thor,United States,2011,"Action-Adventure, Fantasy, Superhero","Thor, Asgard's greatest hero, reignites an ancient war that he must take part in from Earth.",Disney
Marvel Studios' Thor: The Dark World,United States,2013,"Action-Adventure, Fantasy, Science Fiction",Thor must set out on his most dangerous and personal journey yet.,Disney
Mary Poppins,United States,1964,"Family, Fantasy, Musical",A magical nanny reconnects a father and mother with their two children.,Disney
Mater and the Ghostlight,United States,2006,"Animation, Comedy, Family",Mater ponders if the legend of the Ghostlight is true.,Disney
Meet the Deedles,United States,1998,"Buddy, Comedy",Two surfer dudes try to stop an ex-park ranger from stealing Old Faithful.,Disney
Meet the Robinsons,United States,2007,"Action-Adventure, Animation, Family",A young inventor uses time travel to find the family he never knew.,Disney
Melody Time,United States,1948,"Animation, Anthology, Family",Classic stories blend high-spirited music and unforgettable characters. See details for advisory.,Disney
Mickey Down Under,United States,1948,"Animation, Comedy, Family",Mickey and Pluto vacation in Australia. See details for advisory.,Disney
"Mickey, Donald, Goofy: The Three Musketeers",United States,2004,"Action-Adventure, Animation, Family",An animated version of the classic tale starring three Disney favorites.,Disney
Mickey's Birthday Party,United States,1942,"Animation, Comedy, Family",The gang gives Mickey a surprise birthday party. See details for advisory.,Disney
Mickey's Christmas Carol,United States,1983,"Animation, Comedy, Family",All your Disney pals star in this retelling of a Dickens Christmas classic.,Disney
Mickey's Delayed Date,United States,1947,"Animation, Comedy, Family",Pluto helps Mickey get ready when he forgets about his big date. See details for advisory.,Disney
Mickey's Once Upon a Christmas,United States,1999,"Animation, Anthology, Comedy",Join Mickey and his pals for tales of their most memorable Christmases.,Disney
Mickey's Rival,United States,1936,"Animation, Comedy, Family","Mickey's rival, Mortimer, strives for Minnie's affections. See details for advisory.",Disney
Mickey's Trailer,United States,1938,"Animation, Comedy, Family","Mickey, Donald and Goofy are on an adventurous car trip. See details for advisory.",Disney
Mickey's Twice Upon a Christmas,United States,2004,"Animation, Anthology, Comedy",Mickey and his pals learn the true meaning of Christmas…with Santa's help.,Disney
Mighty Joe Young,United States,1998,"Action-Adventure, Animals & Nature, Family","Taken to Hollywood to hide, a mighty gorilla is chased by a hunter.",Disney
Mike's New Car,United States,2002,"Animation, Buddy, Comedy",Mike and Sulley try to take Mike's new car for a ride.,Disney
Minutemen,United States,2008,"Action-Adventure, Comedy, Science Fiction",Three teen outcasts invent a time machine to save their social lives.,Disney
Miracle,"Canada, United States",2004,"Drama, Historical, Sports",The story of the 1980 U.S. Olympic hockey team's win over a seemingly invincible Soviet squad.,Disney
Miracle at Midnight,United States,1998,"Drama, Historical",A family risks their lives to help their neighbors escape the Nazis.,Disney
